PID,Aufgabe,Topic
541,Median_berechnen_ungeradeAnzahl,Distribution
541,Median_berechnen_geradeAnzahl,Distribution
541,AD_berechnen,Distribution
541,Streuung_VERA_graph,Distribution
685,Arithmetisches_Mittel_berechnen,Distribution
685,Median_berechnen_ungeradeAnzahl,Distribution
685,Median_berechnen_geradeAnzahl,Distribution
685,Median_berechnen_geradeAnzahl,Distribution
685,AD_berechnen,Distribution
731,Arithmetisches_Mittel_berechnen,Distribution
731,Median_berechnen_ungeradeAnzahl,Distribution
731,Median_berechnen_geradeAnzahl,Distribution
731,AD_berechnen,Distribution
731,Streuung_VERA_graph,Distribution
685,Streuung_VERA_graph,Distribution
685,Streuung_VERA_graph,Distribution
685,Streuung_VERA_graph,Distribution
685,Streuung_VERA_graph,Distribution
